nombre;lon;lat;unidades
Municipalidad de Tafi Viejo;-652.770.267.288.798;-267.418.103.474.808; 335,26   
Municipalidad de Trancas;-652.498.363.606.302;-262.728.692.084.183; 338,62   
Municipalidad de Yerba Buena;-65.305.300.232.263;-268.078.283.932.232; 342,00   
Murphy;-618.493.297.977.916;-335.651.286.316.929; 345,42   
Mutqu«n;-661.479.259.632.378;-283.106.975.214.611; 348,88   
Nahuel Niyeu;-665.234.520.435.458;-40.352.019.525.255; 352,37   
Napenay;-60.630.377.130.248;-266.788.380.991.751; 355,89   
Nar«∏;-604.468.906.702.837;-309.770.832.772.931; 359,45   
Naschel;-653.862.894.779.769;-32.899.570.501.439; 363,04   
Naupa Huen;-695.423.537.818.292;-399.330.478.073.117; 366,67   
Navarro;-59.429.785.480.408;-350.304.083.582.525; 370,34   
Navia;-665.657.005.724.897;-347.527.440.852.598; 374,04   
Nazareno;-650.457.893.547.068;-224.901.350.156.833; 377,78   
Necochea;-591.673.660.597.249;-382.555.189.703.716; 381,56   
Nelson;-608.134.512.895.268;-312.949.655.514.905; 385,38   
Neuqu«∏n;-681.001.766.838.423;-389.446.959.754.993; 389,23   
Nicanor Molinas;-598.239.493.225.464;-291.516.621.451.376; 393,12   
Nicol«≠s Bruzzone;-643.382.488.459.279;-344.416.086.343.239; 397,05   
Noetinger;-623.132.776.257.758;-323.608.072.067.664; 401,02   
Nogoli;-663.260.298.327.171;-329.144.404.088.905; 405,04   
Nono;-650.089.907.188.352;-318.047.247.770.572; 409,09   
Nueva Galia;-652.538.594.145.069;-351.153.083.584.885; 413,18   
Nuevo Torino;-612.599.535.857.301;-313.321.781.238.899; 417,31   
Ober«≠;-551.176.353.030.915;-274.524.533.921.177; 421,48   
Obispo Trejo;-634.166.185.018.715;-307.769.384.027.746; 425,70   
Octavio Pico;-683.594.661.614.186;-376.310.256.208.455; 429,95   
Ojos de Agua;-69.758.361.104.809;-417.231.304.422.893; 434,25   
Olaeta;-639.100.511.143.704;-330.441.850.270.044; 438,59   
Olavarr«a;-606.707.349.373.354;-368.567.012.129.546; 442,98   
Olegario V. Andrade;-554.966.789.911.991;-275.656.210.470.432; 447,41   
Oliva;-635.570.228.461.854;-320.485.978.880.871; 451,88   
Olivares de San Nicol«≠s;-648.787.665.881.544;-305.460.582.548.383; 456,40   
Oliveros;-60.898.479.889.663;-325.308.038.570.063; 460,97   
Onagoity;-636.717.128.404.408;-347.699.095.275.567; 465,58   
Oncativo;-636.760.024.082.064;-319.151.263.882.847; 470,23   
Ord«¸«Òez;-62.864.507.904.134;-328.406.260.509.866; 474,94   
P. de los Funes;-662.316.846.459.176;-33.210.106.793.768; 479,68   
P«∏rez;-607.969.296.352.689;-329.982.620.628.378; 484,48   
Pacheco de Melo;-634.894.551.789.837;-337.577.742.616.375; 489,33   
Pacl«n;-656.738.760.474.972;-281.100.495.534.152; 494,22   
Palacios;-616.505.670.679.057;-307.144.943.295.205; 499,16   
Palma Sola;-643.074.515.630.432;-240.747.906.107.904; 504,15   
Palmar Grande;-579.146.651.736.822;-279.237.583.937.917; 509,20   
Palo Santo;-593.429.453.708.891;-255.654.223.384.209; 514,29   
Palpal«≠;-651.264.498.125.423;-241.949.225.190.466; 519,43   
Pampa Almir«¸n;-590.436.721.297.192;-266.429.399.384.825; 524,62   
Pampa Blanca;-650.401.221.007.485;-245.380.294.825.293; 529,87   
Pampa del Indio;-599.713.281.008.366;-260.214.403.532.384; 535,17   
Pampa del Infierno;-611.419.915.754.834;-263.996.405.608.476; 540,52   
Pampa Mayo;-652.910.821.235.805;-273.165.516.168.518; 545,93   
Pampayasta Norte;-636.569.925.653.938;-322.379.956.630.961; 551,39   
Pampayasta Sud;-636.532.371.104.857;-322.615.771.632.819; 556,90   
Pampichuela;-650.452.232.272.797;-235.633.995.980.458; 562,47   
Panaholma;-650.686.397.589.954;-316.204.775.594.048; 568,09   
Panamb«;-549.694.390.877.479;-276.772.283.781.459; 573,77   
Papagayos;-649.958.582.537.887;-326.889.705.583.597; 579,51   
Parada Pucheta;-575.860.857.472.355;-298.319.290.490.767; 585,31   
Parera;-644.993.137.537.235;-351.852.121.657.452; 591,16   
Pascanas;-630.411.760.442.872;-331.262.394.371.826; 597,07   
Pasco;-633.402.135.333.334;-327.453.423.023.259; 603,04   
Paso Aguerre;-697.956.444.882.818;-393.365.722.197.045; 609,07   
Paso de Indios;-690.483.419.273.241;-438.683.992.681.332; 615,16   
Paso de la Patria;-585.797.655.579.126;-273.449.909.014.868; 621,31   
Paso de los Libres;-573.046.162.179.262;-29.510.389.362.518; 627,53   
Paso del Durazno;-640.213.925.904.292;-331.488.335.972.339; 633,80   
Paso del Sapo;-695.836.276.706.305;-427.463.204.230.383; 640,14   
Paso Flores;-706.386.570.920.085;-407.194.201.979.154; 646,54   
Paso Grande;-656.452.060.298.608;-328.695.786.125.613; 653,01   
Paso Viejo;-651.910.942.537.931;-307.663.464.619.765; 659,54   
Patagones;-628.529.085.912.033;-40.197.325.042.123; 666,13   
Pav«¸n;-604.124.784.992.033;-332.423.832.201.545; 672,79   
Pav«¸n Arriba;-608.687.429.181.654;-333.409.315.517.595; 679,52   
Payogasta;-660.045.604.192.247;-249.895.645.901.528; 686,32   
Pe«Òas Blancas;-680.360.307.856.015;-376.537.990.108.301; 693,18   
Pedro G«¸mez Cello;-604.742.838.680.945;-300.051.967.598.471; 700,11   
Pedro R. Fern«≠ndez;-586.540.364.666.007;-28.774.945.096.136; 707,11   
Pehuaj«¸;-619.271.985.156.994;-358.833.833.438.579; 714,19   
Pellegrini;-632.257.388.675.913;-362.709.141.317.701; 721,33   
Per«ß;-640.516.815.451.907;-376.579.811.945.705; 728,54   
Pergamino;-605.450.748.689.576;-338.358.155.353.661; 735,83   
Perico;-650.852.675.017.876;-24.391.972.418.633; 743,18   
Perugorr«a;-585.125.713.784.409;-292.938.992.045.437; 750,62   
Peyrano;-607.830.705.827.464;-335.149.086.667.288; 758,12   
Pi«Òero;-607.611.100.951.987;-330.903.529.206.549; 765,70   
Piamonte;-620.252.761.504.412;-321.526.754.969.325; 773,36   
Pic«ßn Leuf«ß;-693.041.340.199.497;-395.272.959.346.432; 781,09   
Pichanal;-638.504.366.193.731;-23.728.543.811.028; 788,90   
Pichi Huinca;-647.947.455.489.824;-356.486.769.518.977; 796,79   
Piedra del «Åguila;-700.814.261.575.928;-400.556.599.804.128; 804,76   
Pila;-583.408.970.254.988;-362.023.512.628.961; 812,81   
Pilar;-589.034.413.925.773;-344.481.990.221.196; 820,94   
Pilar;-612.815.859.594.875;-31.425.119.406.857; 829,15   
Pilar;-638.821.893.916.396;-316.802.864.251.569; 837,44   
Pilcaniyeu;-707.859.482.097.355;-410.859.116.021.639; 845,81   
Pilo Lil;-70.898.029.831.876;-396.260.254.161.966; 854,27   
Pilquiniyeu;-684.383.244.447.555;-418.669.835.874.348; 862,81   
Pilquiniyeu del Limay;-700.352.483.234.368;-405.306.782.823.036; 871,44   
Pinamar;-568.696.753.983.418;-37.109.945.873.389; 880,16   
Pincen;-639.175.546.184.509;-348.383.140.184.064; 888,96   
Piquill«n;-637.592.227.132.231;-313.014.822.797.673; 897,85   
Piran«∏;-591.208.484.121.304;-257.484.130.694.871; 906,83   
Plaza Clucellas;-617.223.649.583.064;-314.377.060.312.837; 915,89   
Plaza de Mercedes;-632.611.760.527.181;-30.977.225.049.207; 925,05   
Plaza Huincul;-691.598.555.722.786;-389.406.582.608.027; 934,30   
Plaza Luxardo;-621.458.650.159.189;-313.075.262.309.917; 943,65   
Plottier;-682.772.667.713.434;-389.486.355.466.446; 953,08   
Pocito;-685.842.081.096.793;-317.459.555.808.161; 962,61   
Pom«≠n;-664.313.284.959.768;-28.411.675.471.996; 972,24   
Pomona;-656.588.412.374.935;-395.167.601.655.441; 981,96   
Port«¸n Negro;-587.419.037.802.063;-249.655.172.869.136; 991,78   
Porte«Òa;-62.063.204.317.245;-309.889.513.794.182; 1.001,70   
Portugalete;-613.603.180.374.439;-302.375.293.533.564; 1.011,72   
Posadas;-559.588.395.478.272;-274.338.171.392.785; 1.021,83   
Potrero de Garay;-645.891.432.550.297;-318.011.586.456.791; 1.032,05   
Pozo Borrado;-61.386.286.114.906;-289.395.330.893.008; 1.042,37   
Pozo de Piedra;-671.694.075.115.445;-275.461.401.411.272; 1.052,80   
Pozo del Molle;-629.178.333.970.772;-320.191.752.758.653; 1.063,32   
Pozo del Tigre;-603.165.832.566.376;-248.852.024.120.823; 1.073,96   
Pozo Nuevo;-641.248.945.764.177;-295.752.928.863.074; 1.084,70   
Prahuaniyeu;-677.707.234.083.529;-414.322.205.075.105; 1.095,54   
Presidencia de la Plaza;-597.751.690.486.134;-270.468.199.731.497; 1.106,50   
Presidencia Roca;-596.843.651.883.855;-261.772.297.025.285; 1.117,56   
Presidencia Roque S«≠enz Pe«Òa;-604.618.654.285.582;-267.871.365.617.901; 1.128,74   
Presidente Per«¸n;-58.398.091.246.683;-349.298.313.021.932; 1.140,03   
Presidente Roca;-616.208.017.366.654;-312.146.434.131.101; 1.151,43   
Profesor Salvador Mazza;-636.744.916.072.737;-22.080.694.738.194; 1.162,94   
Profundidad;-557.184.719.443.713;-275.596.067.764.968; 1.174,57   
Progreso;-609.900.262.574.151;-311.450.237.160.009; 1.186,32   
Providencia;-610.284.594.470.812;-309.794.167.035.629; 1.198,18   
Pu«≠n;-630.577.463.401.746;-380.746.044.476.757; 1.210,16   
Pueblo Andino;-608.950.897.190.287;-326.562.575.730.711; 1.222,26   
Pueblo Esther;-605.719.619.710.023;-330.799.042.599.849; 1.234,49   
Pueblo Irigoyen;-610.972.685.546.721;-321.612.356.127.734; 1.246,83   
Pueblo Italiano;-62.841.904.643.319;-338.797.412.509.003; 1.259,30   
Pueblo Libertador;-593.188.988.449.952;-302.566.420.474.997; 1.271,89   
Pueblo Marini;-6.188.227.929.787;-310.204.426.946.954; 1.284,61   
Pueblo Mu«Òoz;-609.052.927.841.168;-331.752.792.379.377; 1.297,46   
Puel«∏n;-676.700.354.194.202;-371.503.128.326.128; 1.310,43   
Puelches;-660.568.431.795.002;-380.312.653.577.147; 1.323,54   
Puerta de Corral Quemado;-671.391.373.436.804;-272.602.279.002.263; 1.336,77   
Puerta de San Jos«∏;-669.462.225.585.685;-274.335.053.633.268; 1.350,14   
Puerto Bermejo;-585.220.496.631.663;-268.872.364.610.762; 1.363,64   
Puerto Esperanza;-544.721.723.500.383;-260.812.488.812.615; 1.377,28   
Puerto Eva Per«¸n;-586.372.961.529.682;-26.711.810.306.852; 1.391,05   
Puerto Madryn;-650.483.377.516.849;-4.273.147.668.589; 1.404,96   
Puerto Pir«≠mides;-642.705.125.210.326;-425.486.838.278.015; 1.419,01   
Puerto Piray;-544.261.810.360.779;-265.386.325.781.089; 1.433,20   
Puerto Rico;-550.464.275.552.228;-268.443.110.448.476; 1.447,53   
Puerto Tirol;-592.976.390.762.252;-273.809.344.830.458; 1.462,01   
Puerto Vilelas;-58.910.501.963.792;-277.053.948.262.969; 1.476,63   
Puesto de Castro;-634.025.697.720.489;-301.936.676.598.579; 1.491,39   
Puesto del Marqu«∏s;-656.032.729.734.536;-225.922.176.518.711; 1.506,31   
Puesto Viejo;-649.589.333.176.208;-244.724.198.554.792; 1.521,37   
Pujato;-610.482.263.924.062;-329.970.194.609.738; 1.536,59   
Pujato Norte;-609.497.533.401.639;-315.161.672.425.739; 1.551,95   
Pumahuasi;-657.808.960.012.593;-223.191.975.563.463; 1.567,47   
Punta del Agua;-638.111.899.638.921;-325.765.144.963.957; 1.583,15   
Punta Indio;-573.996.034.517.523;-354.261.581.088.971; 1.598,98   
Purmamarca;-657.590.928.734.087;-237.073.529.764.015; 1.614,97   
Quebracho Herrado;-622.270.479.672.393;-315.498.828.557.019; 1.631,12   
Quehu«∏;-647.100.455.299.848;-371.049.269.830.237; 1.647,43   
Quem«ß Quem«ß;-635.963.423.365.355;-359.899.232.091.812; 1.663,90   
Quetrequ«∏n;-645.365.926.709.592;-350.450.496.068.839; 1.680,54   
Quili Malal;-697.502.827.574.929;-384.119.191.438.239; 1.697,35   
Quilino;-64.477.822.148.941;-302.204.887.977.382; 1.714,32   
Quilmes;-582.768.874.201.614;-347.350.141.996.909; 1.731,46   
Quilmes y los Sueldos;-65.235.358.181.279;-270.764.554.671.978; 1.748,78   
Quines;-65.813.224.324.661;-322.297.816.443.169; 1.766,27   
Quitilipi;-601.735.021.531.371;-266.685.132.261.826; 1.783,93   
R«™o Colorado;-640.834.015.612.324;-390.037.456.216.053; 1.801,77   
Raco;-654.527.606.691.066;-266.885.600.831.378; 1.819,79   
Rada Tilly;-675.779.619.867.228;-459.332.658.147.722; 1.837,98   
Rafael Garc«a;-642.614.633.616.075;-316.484.813.084.361; 1.856,36   
Rafaela;-614.875.615.908.817;-312.423.283.955.577; 1.874,93   
Ram«¸n Castro;-697.563.648.428.793;-389.693.906.408.624; 1.893,68   
Ramada Paso;-582.998.076.579.154;-273.669.357.761.627; 1.912,61   
Ramallo;-600.574.845.905.694;-33.587.297.239.001; 1.931,74   
Ramay«¸n;-605.619.618.649.171;-306.120.352.131.514; 1.951,06   
Ramona;-619.052.281.325.664;-311.014.829.180.855; 1.970,57   
Ranchillos y San Miguel;-650.319.416.616.308;-269.649.258.485.248; 1.990,27   
Rancul;-648.706.864.412.113;-351.568.500.131.534; 2.010,17   
Ranqueles;-640.999.800.172.126;-348.429.525.115.099; 2.030,28   
Ranqueles;-659.653.785.506.159;-345.620.777.515.937; 2.050,58   
R«o Bamba;-637.340.063.162.336;-340.601.407.054.622; 2.071,09   
R«o Ceballos;-643.191.044.525.332;-311.729.826.637.303; 2.091,80   
R«o Cuarto;-643.570.883.812.807;-33.115.558.002.371; 2.112,71   
R«o de los Sauces;-64.712.137.834.636;-325.008.531.571.475; 2.133,84   
R«o Grande;-677.984.341.202.447;-538.589.019.360.324; 2.155,18   
R«o Mayo;-702.675.090.217.992;-45.700.601.256.226; 2.176,73   
R«o Pico;-713.431.136.361.393;-441.813.420.342.195; 2.198,50   
R«o Piedras;-650.359.297.190.078;-252.657.044.540.023; 2.220,48   
R«o Primero;-636.234.759.919.454;-313.296.360.408.912; 2.242,69   
R«o Segundo;-639.009.945.616.551;-316.440.157.915.068; 2.265,12   
R«o Tercero;-641.027.089.402.001;-321.683.934.801.302; 2.287,77   
Rauch;-589.444.061.302.172;-365.722.509.524.193; 2.310,64   
Rawson;-684.675.631.318.926;-316.865.858.135.558; 2.333,75   
Rawson;-65.088.623.341.394;-432.585.661.872.238; 2.357,09   
Rayo Cortado;-63.828.433.136.014;-300.719.376.972.619; 2.380,66   
Realic«¸;-642.414.455.593.926;-351.055.266.288.962; 2.404,47   
Reconquista;-596.145.182.688.201;-292.273.963.710.043; 2.428,51   
Recreo;-652.019.736.615.272;-295.256.258.739.344; 2.452,80   
Recreo;-607.360.555.112.084;-314.934.750.126.065; 2.477,32   
Reducci«¸n;-638.627.303.675.096;-332.028.095.475.754; 2.502,10   
Relmo;-634.979.561.556.211;-362.436.590.954.094; 2.527,12   
Renca;-653.742.752.787.487;-327.777.931.018.667; 2.552,39   
Resistencia;-591.446.432.497.471;-275.954.104.255.766; 2.577,91   
Riacho He-He;-582.718.820.640.382;-25.362.490.161.423; 2.603,69   
Riachuelo;-587.470.551.543.684;-275.959.996.969.932; 2.629,73   
Ricardone;-608.059.217.685.627;-327.891.891.714.523; 2.656,03   
Rinc«¸n;-636.262.147.970.324;-315.941.777.031.772; 2.682,59   
Rinc«¸n de los Sauces;-68.904.881.950.857;-374.279.286.578.832; 2.709,41   
Rincon de Treneta;-67.004.121.998.791;-410.080.872.277.293; 2.736,51   
Rinconada;-661.133.735.661.478;-224.660.000.653.539; 2.763,87   
Rio Chico;-704.166.173.577.108;-417.550.023.825.728; 2.791,51   
Rio Chico y Nueva Trinidad;-653.191.003.249.121;-275.183.926.862.368; 2.819,42   
Rio Colorado;-653.585.235.452.036;-271.425.575.216.567; 2.847,62   
Rio Seco;-655.732.307.382.912;-272.631.502.166.668; 2.876,10   
Rivadavia;-686.121.759.957.283;-33.419.707.109.754; 2.904,86   
Rivadavia;-686.416.232.535.812;-315.542.325.394.479; 2.933,90   
Rivadavia;-630.945.777.162.384;-355.809.627.302.324; 2.963,24   
Rivadavia;-610.299.506.997.885;-313.073.642.314.223; 2.992,88   
Rivadavia Banda Norte;-627.552.635.995.286;-233.621.158.597.431; 3.022,81   
Rivadavia Banda Sur;-629.425.949.013.532;-243.036.351.895.074; 3.053,03   
Rode«to;-647.978.944.714.527;-243.084.159.629.544; 3.083,56   
Rojas;-607.879.706.568.364;-341.926.035.952.586; 3.114,40   
Rol«¸n;-634.697.507.510.433;-37.123.144.146.264; 3.145,54   
Rold«≠n;-609.187.521.819.631;-328.957.783.490.774; 3.177,00   
Romang;-598.198.334.757.694;-294.901.219.915.799; 3.208,77   
Roque P«∏rez;-593.595.940.527.063;-354.811.110.714.388; 3.240,86   
Rosales;-631.529.797.656.943;-341.747.592.562.317; 3.273,26   
Rosario de la Frontera;-649.983.575.611.145;-25.817.054.447.077; 3.306,00   
Rosario de Lerma;-656.890.576.785.536;-249.896.500.552.558; 3.339,06   
Rosario de R«o Grande;-649.045.281.380.553;-243.672.726.216.849; 3.372,45   
Rosario del Saladillo;-633.904.225.262.121;-30.365.342.954.353; 3.406,17   
Rosario Vera Pe«Òaloza;-666.788.621.651.991;-314.205.977.732.086; 3.440,23   
Rucanelo;-648.376.588.340.502;-360.180.946.638.785; 3.474,64   
Rueda;-604.258.017.183.045;-333.591.482.860.067; 3.509,38   
Rufino;-626.421.229.474.986;-342.413.725.014.123; 3.544,48   
Ruiz de Montoya;-55.041.599.435.926;-270.137.225.461.159; 3.579,92   
Rumipunco;-655.974.718.078.989;-279.520.642.809.365; 3.615,72   
Sa Pereyra;-613.468.277.202.869;-315.971.313.084.421; 3.651,88   
Saavedra;-624.351.452.974.673;-377.710.550.160.995; 3.688,40   
Sacanta;-630.467.526.560.951;-316.643.044.904.367; 3.725,28   
Sagrada Familia;-634.453.892.518.836;-312.879.311.408.046; 3.762,53   
Saguier;-616.895.604.627.232;-313.372.278.156.435; 3.800,16   
Saira;-621.010.565.233.928;-324.083.063.626.491; 3.838,16   
Saladas;-585.563.693.378.129;-282.333.428.700.223; 3.876,54   
Saladero Mariano Cabal;-600.480.533.134.826;-309.263.607.618.272; 3.915,31   
Saladillo;-597.037.033.020.054;-356.765.966.680.226; 3.954,46   
Saladillo;-623.430.346.300.725;-329.330.379.413.915; 3.994,01   
Saladillo;-658.559.267.176.371;-332.022.523.817.984; 4.033,95   
Sald«≠n;-643.108.946.086.379;-313.147.407.774.699; 4.074,28   
Salliquel«¸;-630.491.259.803.334;-366.710.137.553.167; 4.115,03   
Salsacate;-651.282.172.380.766;-31.339.376.670.938; 4.156,18   
Salsipuedes;-643.006.220.022.838;-311.248.166.533.766; 4.197,74   
Salta;-652.407.273.845.384;-249.216.984.420.798; 4.239,72   
Salto;-60.305.182.566.345;-342.708.350.525.697; 4.282,11   
Salto Grande;-611.174.499.429.479;-326.908.912.128.988; 4.324,94   
Sampacho;-647.081.087.013.992;-333.725.117.758.152; 4.368,18   
Samuh«ß;-603.528.866.161.125;-276.094.738.169.633; 4.411,87   
San Agust«n;-609.606.129.125.984;-316.805.506.670.167; 4.455,99   
San Agust«n;-643.764.401.661.818;-319.727.259.844.158; 4.500,54   
San Andr«∏s de Giles;-594.732.938.848.478;-344.377.851.586.384; 4.545,55   
San Andres;-651.820.007.041.167;-269.198.728.910.698; 4.591,01   
San Antonio;-654.468.529.258.409;-243.467.258.627.678; 4.636,92   
San Antonio;-568.539.502.572.227;-275.138.604.971.911; 4.683,29   
San Antonio;-617.611.781.065.705;-3.125.096.985.834; 4.730,12   
San Antonio;-539.385.338.267.045;-259.963.679.675.545; 4.777,42   
San Antonio de Areco;-595.193.792.218.302;-342.206.591.685.119; 4.825,19   
San Antonio de Arredondo;-64.544.108.451.202;-315.250.380.100.716; 4.873,45   
San Antonio de Lit«n;-626.331.396.610.771;-322.154.566.164.449; 4.922,18   
San Antonio de los Cobres;-668.172.575.823.382;-245.731.647.705.322; 4.971,40   
San Antonio de Obligado;-593.146.559.426.892;-283.868.266.481.118; 5.021,12   
San Antonio Oeste;-65.283.234.710.451;-405.429.230.180.034; 5.071,33   
San Basilio;-643.154.562.518.364;-334.975.395.266.719; 5.122,04   
San Bernardo;-607.011.479.061.373;-273.378.730.497.718; 5.173,26   
San Bernardo;-605.572.731.688.325;-308.743.272.113.348; 5.224,99   
San Bernardo;-612.427.589.341.908;-286.804.992.323.525; 5.277,24   
San Blas de los Sauces;-671.581.530.652.485;-285.433.309.062.699; 5.330,02   
San Carlos;-690.977.010.128.896;-340.753.663.961.096; 5.383,32   
San Carlos;-659.299.075.522.857;-256.101.715.768.953; 5.437,15   
San Carlos;-560.279.924.895.073;-276.403.639.638.299; 5.491,52   
San Carlos Centro;-611.371.667.633.435;-317.036.916.909.091; 5.546,44   
San Carlos de Bariloche;-713.797.361.980.635;-411.225.978.897.056; 5.601,90   
San Carlos Minas;-650.830.995.258.615;-311.637.575.067.469; 5.657,92   
San Carlos Norte;-610.756.716.878.772;-316.460.399.066.645; 5.714,50   
San Carlos Sud;-611.115.762.777.446;-317.938.277.427.628; 5.771,64   
San Cayetano;-595.866.369.475.028;-383.886.180.658.492; 5.829,36   
San Clemente;-646.344.801.875.431;-317.222.791.862.549; 5.887,65   
San Cosme;-58.447.451.194.805;-273.711.910.798.153; 5.946,53   
San Crist«¸bal;-610.979.078.285.954;-302.369.464.342.856; 6.005,99   
San Eduardo;-621.203.702.108.474;-339.052.421.066.899; 6.066,05   
San Esteban;-64.531.631.091.885;-309.214.339.905.767; 6.126,72   
San Eugenio;-610.968.257.934.086;-320.796.414.115.587; 6.187,98   
San Fabi«≠n;-608.750.417.147.766;-321.678.528.108.475; 6.249,86   
San Felipe y Santa Barbara;-652.452.106.918.328;-269.268.324.704.497; 6.312,36   
San Fernando;-668.569.085.255.966;-273.077.227.595.379; 6.375,48   
San Fernando;-585.459.540.333.815;-34.151.270.024.948; 6.439,24   
San Fernando del Valle de Catamarca;-658.362.002.957.157;-284.104.559.393.525; 6.503,63   
San Francisco;-661.262.207.074.521;-325.944.806.749.798; 6.568,67   
San Francisco;-649.242.015.066.972;-236.236.121.126.706; 6.634,35   
San Francisco;-621.082.677.652.083;-314.291.183.141.885; 6.700,70   
San Francisco de Santa Fe;-62.141.054.913.404;-335.987.741.853.172; 6.767,71   
San Francisco del Cha«Òar;-639.388.834.433.132;-298.335.821.929.536; 6.835,38   
San Genaro;-612.663.150.946.778;-323.579.824.255.304; 6.903,74   
San Ger«¸nimo;-6.492.941.454.369;-313.559.936.708.057; 6.972,77   
San Gregorio;-618.917.105.973.606;-342.656.010.564.826;110
San Guillermo;-618.778.467.201.676;-303.863.721.375.294; 111,10   
San Hilario;-586.471.275.416.652;-260.259.038.272.531; 112,21   
San Ignacio;-554.592.623.960.159;-272.933.473.519.193; 113,33   
San Ignacio;-645.469.099.126.919;-321.516.825.639.597; 114,47   
San Ignacio;-656.422.403.052.396;-277.630.583.479.046; 115,61   
San Isidro;-594.177.431.634.827;-297.043.266.159.448; 116,77   
San Isidro;-585.372.648.522.523;-344.869.499.670.191; 117,93   
San Javier;-598.905.516.743.232;-304.558.826.911.086; 119,11   
San Javier;-636.849.182.819.527;-408.543.119.978.496; 120,31   
San Javier;-551.540.444.936.225;-278.093.657.596.003; 121,51   
San Javier;-653.905.941.012.725;-267.866.589.965.083; 122,72   
San Javier y Yacanto;-65.035.648.976.824;-320.189.945.410.788; 123,95   
San Jer«¸nimo del Sauce;-611.716.574.428.883;-31.608.230.507.384; 125,19   
San Jer«¸nimo Norte;-610.736.376.747.312;-315.258.534.091.477; 126,44   
San Jer«¸nimo Sud;-610.297.454.250.362;-328.779.609.603.777; 127,71   
San Jeronimo;-665.094.866.216.829;-331.617.646.921.591; 128,98   
San Joaqu«n;-637.131.847.442;-34.510.881.493.493; 130,27   
San Jorge;-618.805.263.599.438;-319.116.126.709.522; 131,58   
San Jos«∏;-662.971.211.607.982;-268.778.834.110.203; 132,89   
San Jos«∏;-653.167.014.254.429;-319.806.239.572.522; 134,22   
San Jos«∏;-556.691.612.915.895;-277.754.603.717.937; 135,56   
San Jos«∏ de la Dormida;-63.947.567.595.877;-303.571.542.328.118; 136,92   
San Jos«∏ de la Esquina;-616.885.050.572.593;-331.572.759.335.162; 138,29   
San Jos«∏ de las Salinas;-645.964.266.269.363;-300.065.939.301.358; 139,67   
San Jos«∏ del Rinc«¸n;-605.161.613.565.597;-316.105.210.975.464; 141,07   
San Jose de la Cocha;-655.637.818.950.497;-277.311.386.048.214; 142,48   
San Jose del Morro;-654.909.903.747.158;-332.125.308.103.618; 143,90   
San Juan;-685.342.856.277.406;-315.330.748.483.572; 145,34   
San Justo;-604.224.495.726.668;-308.046.074.901.494; 146,80   
San Lorenzo;-655.329.792.794.034;-247.507.448.986.605; 148,26   
San Lorenzo;-587.720.029.879.244;-281.625.141.970.226; 149,75   
San Lorenzo;-607.520.288.999.292;-327.444.112.324.121; 151,24   
San Lorenzo;-650.051.014.087.656;-316.586.437.934.172; 152,76   
San Luis;-663.434.777.452.638;-333.035.158.239.582; 154,28   
San Luis del Palmar;-582.610.507.449.513;-276.003.413.411.476; 155,83   
San Marcos Sierras;-646.511.803.149.359;-307.673.188.311.433; 157,38   
San Marcos Sud;-624.804.580.153.711;-326.262.603.360.861; 158,96   
San Mariano;-61.407.434.231.416;-316.830.923.583.522; 160,55   
San Mart;-602.447.290.871.456;-302.699.724.952.564; 162,15   
San Mart;-616.059.946.110.053;-318.394.537.015.401; 163,78   
San Mart«n;-552.627.854.314.175;-274.727.246.661.256; 165,41   
San Mart«n;-682.072.931.248.825;-315.285.412.012.606; 167,07   
San Mart«n;-682.844.229.443.887;-329.088.785.853.185; 168,74   
San Mart«n de los Andes;-713.015.414.173.336;-401.347.992.136.534; 170,42   
San Mart«n Dos;-596.447.340.181.648;-244.373.909.208.269; 172,13   
San Martin;-656.758.808.215.231;-324.101.296.285.628; 173,85   
San Miguel;-575.417.436.622.559;-280.380.947.065.895; 175,59   
San Miguel;-586.917.055.208.826;-345.520.919.648.351; 177,34   
San Nicol«≠s;-602.929.537.316.225;-334.825.541.340.464; 179,12   
San Pablo;-653.092.306.502.766;-326.522.518.781.735; 180,91   
San Pablo y Villa Nougues;-65.488.399.392.652;-26.822.491.702.587; 182,72   
San Patricio del Cha«Òar;-683.482.884.923.227;-385.950.644.241.867; 184,55   
San Pedro;-539.412.291.264.285;-267.112.090.360.395; 186,39   
San Pedro;-597.825.917.634.816;-337.819.425.849.294; 188,26   
San Pedro;-652.450.584.934.844;-318.743.510.648.851; 190,14   
San Pedro de Colalao;-655.297.991.244.422;-262.419.550.397.552; 192,04   
San Pedro de Jujuy;-647.901.598.595.736;-24.312.078.357.594; 193,96   
San Pedro Norte;-642.146.114.629.847;-302.554.577.373.609; 195,90   
San Pedro y San Antonio;-65.373.326.692.578;-273.642.260.986.441; 197,86   
San Rafael;-683.826.783.124.895;-34.944.544.968.313; 199,84   
San Ram«¸n de la Nueva Or«≠n;-646.094.728.862.924;-230.849.220.134.688; 201,84   
San Roque;-64.450.467.547.614;-313.514.245.506.072; 203,85   
San Roque;-586.710.414.606.456;-286.004.493.002.963; 205,89   
San Salvador de Jujuy;-654.189.887.578.637;-241.943.902.774.618; 207,95   
San Vicente;-544.040.788.497.149;-269.628.192.811.879; 210,03   
San Vicente;-584.319.219.645.129;-350.704.596.398.936; 212,13   
San Vicente;-615.648.309.204.331;-316.841.527.257.645; 214,25   
